run,kernel_ref,level,rep,elapsed_ns,pkg_uj,dram_uj,n_compute,n_memory,freq_applied,accepted,cmd_args
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F4__rep01,dual_fft_cpu_N4096,F4,1,2809620000.0,232647720,29362781,0,2026,2000000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F4__rep02,dual_fft_cpu_N4096,F4,2,2853530000.0,235703926,29737065,0,2110,2000000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F4__rep03,dual_fft_cpu_N4096,F4,3,2853060000.0,235719367,29579643,0,2032,2000000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F5__rep01,dual_fft_cpu_N4096,F5,1,2998000000.0,244807418,30625704,0,2299,1700000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F5__rep02,dual_fft_cpu_N4096,F5,2,2991960000.0,244271164,30822875,0,2278,1700000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F5__rep03,dual_fft_cpu_N4096,F5,3,3005830000.0,245218550,30682329,0,2311,1700000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F6__rep01,dual_fft_cpu_N4096,F6,1,3181510000.0,253512901,31852458,0,2441,1400000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F6__rep02,dual_fft_cpu_N4096,F6,2,3229330000.0,258270579,32324570,0,2584,1400000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F6__rep03,dual_fft_cpu_N4096,F6,3,3168440000.0,254234518,31991367,0,2490,1400000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F7__rep01,dual_fft_cpu_N4096,F7,1,3548760000.0,281465588,34775462,0,2718,1100000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F7__rep02,dual_fft_cpu_N4096,F7,2,3580680000.0,282123973,34805175,0,2778,1100000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F7__rep03,dual_fft_cpu_N4096,F7,3,3549440000.0,280753188,34756352,0,2676,1100000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F8__rep01,dual_fft_cpu_N4096,F8,1,4218900000.0,328888867,39116852,0,3598,800000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F8__rep02,dual_fft_cpu_N4096,F8,2,4217540000.0,330144724,39325269,0,3601,800000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__F8__rep03,dual_fft_cpu_N4096,F8,3,4223870000.0,330480294,39306527,0,3604,800000,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__REF__rep01,dual_fft_cpu_N4096,REF,1,2594080000.0,234759958,27920618,0,2140,,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__REF__rep02,dual_fft_cpu_N4096,REF,2,2598250000.0,234511058,27696718,0,2141,,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N4096__REF__rep03,dual_fft_cpu_N4096,REF,3,2594710000.0,234992929,27584921,0,2145,,True,--size 4096 --iterations 8
pacca_cpu_final_20260913__dual_fft_cpu_N472__F0__rep01,dual_fft_cpu_N472,F0,1,1286250000.0,105276586,6604796,0,664,3200000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F0__rep02,dual_fft_cpu_N472,F0,2,1265830000.0,103481730,6529352,0,653,3200000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F0__rep03,dual_fft_cpu_N472,F0,3,1265450000.0,103437480,6456524,0,651,3200000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F1__rep01,dual_fft_cpu_N472,F1,1,1409340000.0,111445515,7276450,0,788,2900000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F1__rep02,dual_fft_cpu_N472,F1,2,1357030000.0,107365021,7054585,28,709,2900000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F1__rep03,dual_fft_cpu_N472,F1,3,1438820000.0,114569837,7550030,0,828,2900000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F2__rep01,dual_fft_cpu_N472,F2,1,1443350000.0,111927570,7580492,83,749,2600000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F2__rep02,dual_fft_cpu_N472,F2,2,1515340000.0,118238588,8052115,99,807,2600000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F2__rep03,dual_fft_cpu_N472,F2,3,1448560000.0,112301227,7563509,0,835,2600000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F3__rep01,dual_fft_cpu_N472,F3,1,1577910000.0,119975218,8379459,546,413,2300000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F3__rep02,dual_fft_cpu_N472,F3,2,1601190000.0,122605948,8634861,629,363,2300000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F3__rep03,dual_fft_cpu_N472,F3,3,1604590000.0,122014885,8601140,571,414,2300000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F4__rep01,dual_fft_cpu_N472,F4,1,1741320000.0,131611845,9380139,1107,14,2000000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F4__rep02,dual_fft_cpu_N472,F4,2,1745930000.0,130843110,9330583,1085,37,2000000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F4__rep03,dual_fft_cpu_N472,F4,3,1753990000.0,132307401,9449356,1130,13,2000000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F5__rep01,dual_fft_cpu_N472,F5,1,1988260000.0,147726855,11067240,1354,13,1700000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F5__rep02,dual_fft_cpu_N472,F5,2,2043300000.0,152008766,11252629,1412,13,1700000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F5__rep03,dual_fft_cpu_N472,F5,3,1965820000.0,146756399,10698510,1342,14,1700000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F6__rep01,dual_fft_cpu_N472,F6,1,2327970000.0,172932113,13165084,1705,13,1400000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F6__rep02,dual_fft_cpu_N472,F6,2,2324780000.0,172026842,13018311,1701,13,1400000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F6__rep03,dual_fft_cpu_N472,F6,3,2330200000.0,171902209,12985829,1686,26,1400000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F7__rep01,dual_fft_cpu_N472,F7,1,2830480000.0,209082472,16119483,2208,0,1100000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F7__rep02,dual_fft_cpu_N472,F7,2,2846330000.0,210056408,16081172,2221,0,1100000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F7__rep03,dual_fft_cpu_N472,F7,3,2816450000.0,209018203,16253434,2204,0,1100000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F8__rep01,dual_fft_cpu_N472,F8,1,3680210000.0,273198336,21044753,3070,0,800000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F8__rep02,dual_fft_cpu_N472,F8,2,3718770000.0,275428799,21487289,3096,0,800000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__F8__rep03,dual_fft_cpu_N472,F8,3,3765480000.0,277768515,21653998,3121,14,800000,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__REF__rep01,dual_fft_cpu_N472,REF,1,1290090000.0,106449068,6708821,0,846,,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__REF__rep02,dual_fft_cpu_N472,REF,2,1270790000.0,105007666,6601583,0,828,,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_fft_cpu_N472__REF__rep03,dual_fft_cpu_N472,REF,3,1289390000.0,106226840,6640001,0,855,,True,--size 472 --iterations 420
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F0__rep01,dual_gemm_cpu_N2048,F0,1,1948800000.0,237917970,16992853,1339,0,3200000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F0__rep02,dual_gemm_cpu_N2048,F0,2,1943830000.0,237474245,17026467,1335,0,3200000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F0__rep03,dual_gemm_cpu_N2048,F0,3,1963600000.0,237493899,17029114,1337,0,3200000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F1__rep01,dual_gemm_cpu_N2048,F1,1,2101750000.0,241075432,18029383,1492,0,2900000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F1__rep02,dual_gemm_cpu_N2048,F1,2,2100030000.0,239552366,18005147,1481,0,2900000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F1__rep03,dual_gemm_cpu_N2048,F1,3,2135140000.0,242917713,18023416,1517,0,2900000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F2__rep01,dual_gemm_cpu_N2048,F2,1,2286680000.0,242094228,19060342,1661,0,2600000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F2__rep02,dual_gemm_cpu_N2048,F2,2,2287540000.0,241558220,19308233,1664,0,2600000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F2__rep03,dual_gemm_cpu_N2048,F2,3,2274710000.0,240763666,19306963,1665,0,2600000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F3__rep01,dual_gemm_cpu_N2048,F3,1,2522030000.0,253008447,20765390,1898,0,2300000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F3__rep02,dual_gemm_cpu_N2048,F3,2,2512830000.0,253153100,20882067,1902,0,2300000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F3__rep03,dual_gemm_cpu_N2048,F3,3,2520050000.0,252951989,21034011,1903,0,2300000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F4__rep01,dual_gemm_cpu_N2048,F4,1,2868000000.0,272612706,23179698,2252,0,2000000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F4__rep02,dual_gemm_cpu_N2048,F4,2,2844660000.0,268574874,22700686,2210,0,2000000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F4__rep03,dual_gemm_cpu_N2048,F4,3,2834180000.0,269328717,23142857,2213,0,2000000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F5__rep01,dual_gemm_cpu_N2048,F5,1,3253860000.0,294805092,25639556,2634,0,1700000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F5__rep02,dual_gemm_cpu_N2048,F5,2,3250580000.0,295456214,25655866,2634,0,1700000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F5__rep03,dual_gemm_cpu_N2048,F5,3,3257580000.0,295162635,25493748,2632,0,1700000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F6__rep01,dual_gemm_cpu_N2048,F6,1,3865010000.0,340264387,29381645,3243,0,1400000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F6__rep02,dual_gemm_cpu_N2048,F6,2,3851310000.0,338701099,29413378,3238,0,1400000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F6__rep03,dual_gemm_cpu_N2048,F6,3,3859000000.0,340574018,29321348,3247,0,1400000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F7__rep01,dual_gemm_cpu_N2048,F7,1,4813660000.0,406298581,35527808,4198,0,1100000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F7__rep02,dual_gemm_cpu_N2048,F7,2,4834940000.0,408650138,35142188,4206,0,1100000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F7__rep03,dual_gemm_cpu_N2048,F7,3,4812010000.0,406806636,35225328,4200,0,1100000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F8__rep01,dual_gemm_cpu_N2048,F8,1,6527000000.0,534170813,45330779,5862,46,800000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F8__rep02,dual_gemm_cpu_N2048,F8,2,6532030000.0,532682535,45786643,5863,36,800000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__F8__rep03,dual_gemm_cpu_N2048,F8,3,6518450000.0,533994116,45770960,5874,33,800000,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__REF__rep01,dual_gemm_cpu_N2048,REF,1,1965250000.0,238263977,17054848,1497,10,,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__REF__rep02,dual_gemm_cpu_N2048,REF,2,1949550000.0,238574340,17057343,1497,14,,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_gemm_cpu_N2048__REF__rep03,dual_gemm_cpu_N2048,REF,3,1945660000.0,237496889,17188295,1496,15,,True,--size 2048 --iterations 41
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F0__rep01,dual_spmv_cpu_N1000000,F0,1,1621710000.0,150767802,19563238,0,1012,3200000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F0__rep02,dual_spmv_cpu_N1000000,F0,2,1616500000.0,149289047,19279500,0,991,3200000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F0__rep03,dual_spmv_cpu_N1000000,F0,3,1616120000.0,149648054,19305035,0,994,3200000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F1__rep01,dual_spmv_cpu_N1000000,F1,1,1611980000.0,144417050,19417261,0,1000,2900000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F1__rep02,dual_spmv_cpu_N1000000,F1,2,1646960000.0,147663014,19594817,0,1031,2900000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F1__rep03,dual_spmv_cpu_N1000000,F1,3,1606120000.0,143859556,19325522,0,996,2900000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F2__rep01,dual_spmv_cpu_N1000000,F2,1,1642740000.0,142363771,19567185,0,1027,2600000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F2__rep02,dual_spmv_cpu_N1000000,F2,2,1682550000.0,144966853,19741697,0,1059,2600000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F2__rep03,dual_spmv_cpu_N1000000,F2,3,1658700000.0,144659053,19691391,0,1046,2600000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F3__rep01,dual_spmv_cpu_N1000000,F3,1,1688170000.0,143439757,19930009,0,1079,2300000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F3__rep02,dual_spmv_cpu_N1000000,F3,2,1682830000.0,142529115,19983804,0,1070,2300000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F3__rep03,dual_spmv_cpu_N1000000,F3,3,1723340000.0,146025688,20192848,0,1113,2300000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F4__rep01,dual_spmv_cpu_N1000000,F4,1,1761030000.0,144368954,20557340,0,1141,2000000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F4__rep02,dual_spmv_cpu_N1000000,F4,2,1765490000.0,145694085,20408349,0,1144,2000000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F4__rep03,dual_spmv_cpu_N1000000,F4,3,1771010000.0,145705865,20634008,0,1150,2000000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F5__rep01,dual_spmv_cpu_N1000000,F5,1,1829770000.0,150828533,21109777,0,1220,1700000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F5__rep02,dual_spmv_cpu_N1000000,F5,2,1826290000.0,149781966,21059502,0,1211,1700000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F5__rep03,dual_spmv_cpu_N1000000,F5,3,1837270000.0,150244366,21018451,0,1218,1700000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F6__rep01,dual_spmv_cpu_N1000000,F6,1,2560820000.0,205842369,25846887,0,1934,1400000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F6__rep02,dual_spmv_cpu_N1000000,F6,2,2061700000.0,165913089,23126072,0,1450,1400000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F6__rep03,dual_spmv_cpu_N1000000,F6,3,2120880000.0,170531179,23106794,0,1482,1400000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F7__rep01,dual_spmv_cpu_N1000000,F7,1,2385060000.0,189174564,25220673,0,1725,1100000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F7__rep02,dual_spmv_cpu_N1000000,F7,2,2373090000.0,188957219,25157561,0,1714,1100000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F7__rep03,dual_spmv_cpu_N1000000,F7,3,2389470000.0,189685610,25502912,0,1747,1100000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F8__rep01,dual_spmv_cpu_N1000000,F8,1,3071440000.0,243158984,30540177,0,2442,800000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F8__rep02,dual_spmv_cpu_N1000000,F8,2,3049180000.0,242573598,30431624,0,2432,800000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__F8__rep03,dual_spmv_cpu_N1000000,F8,3,3056180000.0,242442190,30759090,0,2435,800000,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__REF__rep01,dual_spmv_cpu_N1000000,REF,1,1649600000.0,151642861,19431444,0,1185,,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__REF__rep02,dual_spmv_cpu_N1000000,REF,2,1611350000.0,149690108,19531444,0,1172,,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N1000000__REF__rep03,dual_spmv_cpu_N1000000,REF,3,1591050000.0,147651233,19245136,0,1146,,True,--size 1000000 --iterations 714
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F0__rep01,dual_spmv_cpu_N100000,F0,1,1487310000.0,146165458,7050255,873,0,3200000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F0__rep02,dual_spmv_cpu_N100000,F0,2,1515040000.0,146677786,7077290,873,0,3200000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F0__rep03,dual_spmv_cpu_N100000,F0,3,1479920000.0,145450800,7032691,868,0,3200000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F1__rep01,dual_spmv_cpu_N100000,F1,1,1555850000.0,147462025,7430216,932,0,2900000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F1__rep02,dual_spmv_cpu_N100000,F1,2,1564470000.0,147397877,7393235,931,0,2900000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F1__rep03,dual_spmv_cpu_N100000,F1,3,1597610000.0,151891579,7817612,989,0,2900000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F2__rep01,dual_spmv_cpu_N100000,F2,1,1661300000.0,152303443,8136173,1049,0,2600000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F2__rep02,dual_spmv_cpu_N100000,F2,2,1664580000.0,152349463,8200219,1055,0,2600000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F2__rep03,dual_spmv_cpu_N100000,F2,3,1703790000.0,155488799,8312230,1091,0,2600000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F3__rep01,dual_spmv_cpu_N100000,F3,1,1848240000.0,158366294,9095514,1214,0,2300000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F3__rep02,dual_spmv_cpu_N100000,F3,2,1891600000.0,165925356,9504038,1283,0,2300000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F3__rep03,dual_spmv_cpu_N100000,F3,3,1847500000.0,161627943,9150563,1224,0,2300000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F4__rep01,dual_spmv_cpu_N100000,F4,1,2058690000.0,176220557,10624871,1449,0,2000000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F4__rep02,dual_spmv_cpu_N100000,F4,2,2118680000.0,180297756,11014577,1511,0,2000000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F4__rep03,dual_spmv_cpu_N100000,F4,3,2051250000.0,175663064,10472437,1442,0,2000000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F5__rep01,dual_spmv_cpu_N100000,F5,1,2365290000.0,200205664,12436712,1753,0,1700000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F5__rep02,dual_spmv_cpu_N100000,F5,2,2415930000.0,204217312,12648709,1804,0,1700000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F5__rep03,dual_spmv_cpu_N100000,F5,3,2378010000.0,199539223,12390552,1755,0,1700000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F6__rep01,dual_spmv_cpu_N100000,F6,1,2895970000.0,239154417,15637732,2285,0,1400000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F6__rep02,dual_spmv_cpu_N100000,F6,2,2856600000.0,235542793,15339336,2237,0,1400000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F6__rep03,dual_spmv_cpu_N100000,F6,3,2821240000.0,232000200,15153885,2202,0,1400000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F7__rep01,dual_spmv_cpu_N100000,F7,1,3684540000.0,294266764,20217910,3052,0,1100000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F7__rep02,dual_spmv_cpu_N100000,F7,2,3518510000.0,282871163,19302388,2899,0,1100000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F7__rep03,dual_spmv_cpu_N100000,F7,3,3631510000.0,291160754,19827117,3005,0,1100000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F8__rep01,dual_spmv_cpu_N100000,F8,1,4891370000.0,390570534,27657061,4277,0,800000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F8__rep02,dual_spmv_cpu_N100000,F8,2,4758520000.0,377625315,26585862,4133,0,800000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__F8__rep03,dual_spmv_cpu_N100000,F8,3,4756930000.0,379504827,26785343,4144,0,800000,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__REF__rep01,dual_spmv_cpu_N100000,REF,1,1494610000.0,144404294,7089148,1036,0,,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__REF__rep02,dual_spmv_cpu_N100000,REF,2,1485510000.0,145511774,7018508,1032,0,,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_spmv_cpu_N100000__REF__rep03,dual_spmv_cpu_N100000,REF,3,1481240000.0,146315849,7049582,1047,0,,True,--size 100000 --iterations 13136
pacca_cpu_final_20260913__dual_stencil_cpu_N1024__F0__rep01,dual_stencil_cpu_N1024,F0,1,1868960000.0,160616288,15283598,0,1240,3200000,True,--size 1024 --iterations 1564
pacca_cpu_final_20260913__dual_stencil_cpu_N1024__F0__rep02,dual_stencil_cpu_N1024,F0,2,1885930000.0,164089485,15337133,0,1276,3200000,True,--size 1024 --iterations 1564
pacca_cpu_final_20260913__dual_stencil_cpu_N1024__F0__rep03,dual_stencil_cpu_N1024,F0,3,1898130000.0,165108281,15176942,0,1288,3200000,True,--size 1024 --iterations 1564
pacca_cpu_final_20260913__dual_stencil_cpu_N1024__F1__rep01,dual_stencil_cpu_N1024,F1,1,1909080000.0,160947586,15417336,0,1300,2900000,True,--size 1024 --iterations 1564
pacca_cpu_final_20260913__dual_stencil_cpu_N1024__F1__rep02,dual_stencil_cpu_N1024,F1,2,1917200000.0,161467421,15704104,0,1300,2900000,True,--size 1024 --iterations 1564
pacca_cpu_final_20260913__dual_stencil_cpu_N1024__F1__rep03,dual_stencil_cpu_N1024,F1,3,1911610000.0,162194043,15483340,0,1304,2900000,True,--size 1024 --iterations 1564
pacca_cpu_final_20260913__dual_stencil_cpu_N1024__F2__rep01,dual_stencil_cpu_N1024,F2,1,2029730000.0,167344421,16430043,0,1417,2600000,True,--size 1024 --iterations 1564
pacca_cpu_final_20260913__dual_stencil_cpu_N1024__F2__rep02,dual_stencil_cpu_N1024,F2,2,1990340000.0,164117988,15801091,0,1378,2600000,True,--size 1024 --iterations 1564
pacca_cpu_final_20260913__dual_stencil_cpu_N1024__F2__rep03,dual_stencil_cpu_N1024,F2,3,1993220000.0,164133674,15499680,0,1385,2600000,True,--size 1024 --iterations 1564
pacca_cpu_final_20260913__dual_stencil_cpu_N1024__F3__rep01,dual_stencil_cpu_N1024,F3,1,2028120000.0,163870369,16240980,0,1417,2300000,True,--size 1024 --iterations 1564
